time,speed_compact_summer_test1,speed_compact_summer_test2,speed_compact_summer_test3,speed_compact_summer_test4,speed_compact_summer_test5,speed_compact_allSeason_test1,speed_compact_allSeason_test2,speed_compact_allSeason_test3,speed_compact_allSeason_test4,speed_compact_allSeason_test5,speed_compact_winter_test1,speed_compact_winter_test2,speed_compact_winter_test3,speed_compact_winter_test4,speed_compact_winter_test5,speed_sedan_summer_test1,speed_sedan_summer_test2,speed_sedan_summer_test3,speed_sedan_summer_test4,speed_sedan_summer_test5,speed_sedan_allSeason_test1,speed_sedan_allSeason_test2,speed_sedan_allSeason_test3,speed_sedan_allSeason_test4,speed_sedan_allSeason_test5,speed_sedan_winter_test1,speed_sedan_winter_test2,speed_sedan_winter_test3,speed_sedan_winter_test4,speed_sedan_winter_test5,speed_suv_summer_test1,speed_suv_summer_test2,speed_suv_summer_test3,speed_suv_summer_test4,speed_suv_summer_test5,speed_suv_allSeason_test1,speed_suv_allSeason_test2,speed_suv_allSeason_test3,speed_suv_allSeason_test4,speed_suv_allSeason_test5,speed_suv_winter_test1,speed_suv_winter_test2,speed_suv_winter_test3,speed_suv_winter_test4,speed_suv_winter_test5
0.61,-0.418,-0.605,0.267,0.051,0.693,0.505,0.201,-0.566,0.676,-1.066,-0.066,-0.083,-0.843,0.073,0.388,-0.411,0.422,-0.828,0.27,0.625,-1.32,0.417,0.084,-0.129,-0.851,-0.607,0.168,-0.324,0.345,-0.789,-1.378,-0.649,-0.249,0.6,0.359,-0.254,-0.593,0.559,-0.219,-0.165,-0.151,0.299,0.727,0.615,-0.755
0.62,0.348,-0.663,0.258,0.481,NaN,0.515,0.143,0.833,0.033,-0.481,-0.056,-0.112,NaN,-0.548,0.452,-0.877,0.295,-0.212,0.04,0.128,0.049,-0.175,-0.129,0.247,-1.654,-0.764,-0.084,0.017,-0.326,-0.439,0.985,-0.371,-0.786,0.253,0.385,-0.058,0.706,-0.411,0.09,-0.329,-0.084,NaN,0.695,-0.606,0.027
0.63,0.08,0.159,0.073,0.433,-1.25,0.133,0.233,-0.469,0.248,0.275,-1.077,0.19,0.437,0.06,-0.871,0.909,-0.189,-1.275,-1.067,0.097,0.148,-1.078,-1.729,0.191,0.284,0.929,-0.396,-0.222,0.808,-0.292,1.227,-0.037,0.32,-0.177,0.081,-0.086,-0.265,0.057,-1.44,0.914,0.24,0.125,-0.134,-0.484,0.21
0.64,-0.03,NaN,0.109,0.53,-0.039,-1.092,0.664,0.479,0.925,0.582,0.041,0.136,NaN,-1.515,0.472,0.545,0.105,-0.215,0.395,0.049,-0.009,0.173,0.066,-0.059,-1.309,-0.017,0.935,NaN,0.723,-0.302,-0.013,NaN,-0.734,-0.359,-0.642,0.399,0.391,-0.594,-0.231,0.158,0.253,1.147,-0.393,0.561,-0.727
0.65,-0.84,-0.292,0.163,-0.707,-1.185,-0.764,-0.171,-0.471,-0.589,-0.04,0.367,-0.249,0.521,0.912,0.106,0.836,-0.469,0.751,-0.782,-0.074,0.5,0.389,0.437,-0.444,-0.155,0.932,0.405,0.022,0.509,-0.483,-0.015,0.98,-0.998,-0.559,0.387,-0.757,-0.688,-1.121,-1.739,-0.788,0.614,-0.338,-0.346,-0.08,0.11
0.66,-0.286,0.698,-0.596,0.097,0.374,0.283,0.246,0.261,0.197,-0.441,NaN,0.366,-0.09,0.799,-0.717,0.501,0.021,-0.774,0.346,0.883,0.111,-1.476,0.225,-1.178,-0.855,-0.137,0.542,0.527,-0.833,-0.54,-0.803,-0.644,-0.649,-0.48,0.483,-1.073,0.015,0.238,-0.643,-0.33,0.302,0.15,-0.147,0.316,0.22
0.67,-0.099,-0.654,-0.616,-0.34,-0.138,-1.33,0.215,0.475,1.062,-0.399,-0.018,0.55,-0.141,-0.39,-1.046,-0.295,-0.427,0.714,1.203,-1.256,-0.91,0.253,-0.712,-0.142,0.161,0.203,0.489,-0.359,-0.064,-0.056,0.051,1.126,0.38,-0.92,-0.594,-0.462,0.222,-0.688,-0.144,-0.647,-0.47,0.253,-0.009,-0.744,-0.41
0.68,-0.891,0.095,0.096,1.241,0.377,-0.044,-0.592,-0.386,-0.477,0.735,-0.446,-1.02,0.009,0.287,0.062,-0.127,-0.342,-0.037,1.259,-0.974,0.616,0.136,0.25,0.03,0.711,0.393,-0.282,0.612,0.457,-0.942,0.461,0.287,0.046,0.572,0.251,-0.477,-0.237,-0.341,-0.886,0.319,0.636,0.057,0.358,-0.753,-0.956
0.69,0.459,0.196,-1.109,-1.501,0.37,-0.286,0.527,-0.612,-0.089,-1.176,-0.859,0.088,0.224,-0.44,-0.515,0.267,-0.268,1.025,-0.519,0.067,0.183,-0.654,0.216,0.23,-0.363,-0.268,0.412,-0.137,0.436,-0.223,-0.094,1.009,0.406,-0.921,0.883,-0.027,-0.003,0.128,0.534,-0.1,-0.563,-1.235,-0.265,-0.678,-1.208
0.7,-0.667,NaN,0.146,0.213,0.628,-1.065,0.018,-0.198,-0.412,0.036,-0.346,0.271,-1.242,0.917,0.064,-1.026,0.37,-0.006,-0.859,0.301,-0.177,0.013,0.585,-0.008,0.237,1.301,-0.371,0.656,-1.293,-0.199,-0.691,0.772,-0.322,NaN,-0.284,-0.288,-0.432,0.086,0.235,0.652,-0.748,-0.073,-0.579,0.026,-0.151
0.71,NaN,-0.117,-0.206,-0.765,-1.054,1.069,0.267,0.471,0.597,0.274,0.479,-0.421,0.121,0.059,-0.522,0.89,-0.282,-1.121,0.31,0.925,0.488,-0.571,0.089,-0.735,0.546,0.435,-1.085,-0.42,0.088,-0.605,-1.411,-1.269,0.202,0.153,-0.189,-0.067,-0.777,-0.095,-0.585,-0.427,-0.564,-0.335,-0.042,-0.082,0.855
0.72,0.703,0.456,-0.826,0.508,0.145,0.264,-0.008,0.494,0.559,-0.212,0.083,-0.874,0.091,0.329,NaN,-0.162,0.738,1.002,-0.664,0.977,NaN,0.437,0.622,-0.581,-0.821,-0.127,0.717,-0.565,0.648,-0.405,-1.045,0.261,-0.078,1.326,0.493,-0.757,0.455,-0.181,0.072,0.877,-1.187,-0.63,0.816,-0.744,-0.776
0.73,0.086,-1.097,-1.499,0.393,-1.319,0.364,0.244,-0.656,-1.271,-0.368,-0.363,-0.286,-0.846,NaN,-0.956,0.014,-0.1,0.168,0.074,0.095,-1.205,0.54,-0.021,-0.681,0.15,-0.762,0.605,-0.861,-1.015,1.03,-0.605,0.808,-0.923,-0.593,-0.439,-1.317,-0.232,-0.481,-0.676,0.545,-0.102,-0.663,0.366,0.642,0.724
0.74,0.491,-1.395,0.422,0.933,0.003,-1.013,0.754,0.19,0.279,-0.045,-0.177,0.908,0.764,-0.291,-0.547,0.646,0.624,-0.626,-0.601,-0.431,-0.384,-0.067,0.016,-0.61,0.524,-0.685,-0.388,0.155,-1.175,-0.203,0.148,0.885,0.309,-0.017,0.262,-0.987,-0.412,-0.33,0.692,-0.627,-0.13,-0.964,0.274,0.951,-1
0.75,0.576,-0.398,0.455,-0.238,-0.228,0.181,-0.412,-0.993,0.097,NaN,-0.156,-0.319,-0.012,0.083,-0.387,0.539,-0.466,-0.177,NaN,-0.425,-0.194,0.418,-1.384,0.054,-0.637,-0.627,-0.211,-0.066,0.555,-0.232,-0.471,0.282,0.355,0.176,-0.001,0.412,0.024,-0.059,0.496,-0.446,-0.234,-0.518,-0.702,0.634,0.784
0.76,-0.613,NaN,1.39,0.169,-0.182,-0.069,-0.573,-0.708,-1.26,-0.956,-0.089,0.134,0.198,0.598,0,NaN,0.222,0.756,-0.055,-0.282,-0.674,-0.2,-0.132,-0.085,-0.116,-0.711,-0.502,0.002,0.245,-0.114,0.252,-0.373,-1.273,-0.426,0.437,0.206,-0.381,-0.127,0.053,-0.908,0.517,0.585,-1.176,0.06,-0.179
0.77,-0.69,-0.438,0.328,0.164,-0.368,-0.151,0.536,0.054,0.002,-1.149,-0.321,-0.124,-0.452,1.112,0.624,0.21,-0.593,0.242,0.256,-0.08,-0.902,0.389,0.947,-1.095,-1.342,-0.137,0.647,0.198,0.657,-0.038,-0.403,1.075,-0.007,-0.337,-0.305,-1.505,1.06,0.147,0.423,-0.026,0.371,0.31,-0.108,-0.657,0.035
0.78,-0.711,-0.026,-0.799,0.704,NaN,0.631,0.289,-0.26,-0.406,-0.109,-0.078,0.46,-0.838,-0.759,-0.442,-0.231,-1.301,-0.94,-0.462,-0.282,-0.292,-0.34,-1.385,-0.853,NaN,0.961,0.127,0.74,0.304,1.294,-0.043,0.34,0.24,0.273,-1.321,-0.151,-0.037,-0.561,0.832,0.492,-0.1,-0.004,0.134,0.557,0.761
0.79,NaN,0.462,0.585,0.114,0.624,-0.306,0.122,-0.797,0.707,-0.573,0.618,0.721,1.13,-0.508,0.292,-0.299,-0.998,NaN,-0.619,1.298,-1.053,0.825,-1.176,0.328,0.13,-0.174,-0.457,0.936,-0.408,0.062,-1.002,-0.151,0.068,-0.209,-0.51,-0.577,-0.254,1.316,0.536,0.971,0.359,-0.226,0.164,0.685,-0.736
0.8,-0.238,0.074,-1.053,0.235,1.897,-0.605,-0.748,-1.096,-0.069,-1.094,-0.325,0.214,0.475,-1.276,0.205,-1.236,-0.851,-0.024,-0.591,0.393,-0.703,0.233,0.255,-0.769,0.635,0.729,0.238,-1.29,-0.63,0.565,0.568,-0.435,NaN,0.727,-0.25,-0.679,0.35,-0.003,0.361,0.518,-0.141,-0.815,-0.079,-0.587,-0.195
0.81,-0.855,-0.149,0.121,-0.684,-0.183,0.127,0.795,0.404,0.24,-0.657,0.396,-0.652,0.798,0.057,NaN,-0.29,0.136,-1.469,-0.463,-0.382,-0.579,-1.007,-0.702,-0.35,-0.605,-0.76,0.135,0.376,0.488,NaN,1.023,-0.538,-0.338,-1.108,-0.427,-0.417,-1.115,-0.37,-0.928,-0.194,0.239,NaN,-1.567,0.804,0.537
0.82,-0.076,0.484,-0.115,0.209,0.097,-0.613,-0.562,0.704,0.488,0.053,0.125,-0.018,-0.916,-0.195,-0.102,-0.348,0.799,0.587,0.161,0.571,-0.355,-0.9,-0.512,0.495,-0.489,0.464,0.68,-1.21,0.375,-0.068,0.409,0.021,-1.787,-0.737,0.097,-0.014,-0.789,0.012,-0.372,-0.071,-0.054,-0.378,-0.067,0.126,-0.301
0.83,0.138,0.037,-0.53,-0.566,0.396,0.518,-0.333,0.499,-0.364,-0.825,-1.3,0.07,0.432,-0.28,0.118,0.154,-0.229,NaN,-0.941,0.488,-0.153,0.087,0.181,0.692,-0.123,-0.35,-0.177,-0.532,-0.48,0.386,-1.354,0.859,-1.089,0.272,0.277,-0.348,0.369,-0.709,0.389,-0.234,-0.337,-0.294,-0.126,-1.069,0.322
0.84,-0.348,-0.856,0.685,0.2,0.418,0.155,0.84,0.364,-0.812,0.476,-1.188,0.496,0.101,-0.119,0.245,-0.947,-0.395,-0.871,-1.103,-0.752,0.298,-0.158,-1.148,-0.852,-1.109,0.18,-0.731,-0.942,0.217,-0.945,-0.412,0.249,-0.344,-0.208,-1.018,0.178,-1.412,-0.395,-0.863,0.237,0.874,0.499,-1.172,-1.014,-1.035
0.85,0.82,-0.902,-0.576,-0.635,NaN,0.099,0.273,-0.525,-0.177,-1.129,0.004,0.236,-0.093,0.271,0.123,-0.164,0.105,0.041,-0.061,0.504,-1.124,0.393,0.859,0.063,0.556,-0.634,NaN,-0.443,-0.464,-0.225,-0.197,1.001,-0.235,-0.373,0.543,0.581,0.494,-0.549,-0.199,-0.578,1.425,NaN,0.379,-0.982,0.516
0.86,0.197,-0.319,-0.351,-1.31,0.59,-0.008,-0.431,-0.413,0.072,0.009,-0.255,-0.023,NaN,-0.064,0.736,-1.473,0.238,-0.963,0.029,0.362,-0.104,0.067,0.764,-0.59,0.255,-0.678,-0.083,-0.486,-0.375,0.606,-0.181,-0.255,-0.053,-0.999,NaN,-0.011,-0.052,-1.137,0.43,-0.01,0.104,-0.104,0.812,0.545,-0.003
0.87,-0.375,0.642,-0.676,0.18,-0.868,0.127,-0.193,-0.622,-0.422,NaN,NaN,-0.491,-0.608,-1.11,-0.368,-0.803,-0.785,-0.701,0.171,-0.578,-0.11,0.916,-0.765,-0.512,0.627,-0.231,0.545,0.012,-0.443,0.701,0.831,-0.152,NaN,0.503,-0.422,-0.492,-0.33,0.016,-0.624,-0.891,-0.981,-0.938,0.244,-0.589,0.135
0.88,-0.204,-1.159,0.523,-1.2,0.484,0.233,-0.106,0.34,0.322,0.205,-0.838,-1.171,-0.209,-0.031,-0.186,-0.315,0.144,0.186,0.711,-0.877,-1.822,-0.795,0.528,-0.095,-0.152,0.129,-0.495,0.42,-0.972,-1.093,1.044,-0.835,-0.467,-0.482,-0.025,0.599,0.483,-0.425,0.045,0.349,-0.859,-0.07,-1.349,0.326,0.094
0.89,-0.006,0.058,0.141,-0.061,0.536,-0.579,-0.683,-0.602,-0.044,-0.013,0.141,-0.756,0.27,0.889,-1.268,0.31,-0.345,-0.38,NaN,0.597,0.137,-0.078,0.368,0.216,0.52,0.356,0.262,-0.591,0.445,0.341,0.423,0.389,-0.331,-0.065,-0.591,-0.997,-0.399,0.526,0.053,0.311,0.481,-0.557,0.388,-0.079,0.382
0.9,-0.386,-0.454,-0.721,-0.474,0.616,0.275,-1.134,-0.297,-0.002,0.133,-0.075,-0.088,-0.616,0.116,0.529,0.272,0.37,0.72,-0.278,0.089,-0.153,0.739,0.129,-0.583,0.642,0.166,-0.072,0.296,-0.44,0.602,0.501,-0.062,-0.301,-1.327,0.368,-0.334,1.029,-0.962,0.422,NaN,-0.783,-0.076,-0.751,-1.121,-0.087
0.91,-0.293,-0.68,0.035,-1.151,-1.005,0.234,-0.643,0.128,-0.318,0.168,-1.185,-1.53,0.485,-0.568,0.752,-0.057,0.078,0.3,-0.042,-0.539,-0.956,0.441,-0.046,0.201,NaN,0.882,0.325,-0.21,-0.054,0.905,0.893,0.162,-0.443,0.222,0.314,0.219,-0.4,-0.312,0.233,-0.463,0.046,0.05,0.339,0.033,0.844
0.92,0.128,-0.901,-1.057,-0.97,0.137,-0.115,-0.002,-0.674,-0.205,-0.919,-1.259,-0.906,-0.208,0.021,-0.135,-0.283,0.834,0.85,0.24,-0.218,-0.315,0.365,0.318,0.235,-0.66,-0.111,0.053,-0.45,-0.426,0.27,0.42,0.471,0.669,-0.381,-0.207,0.121,0.63,0.065,-0.845,0.171,0.849,0.302,-0.576,-0.631,0.115
0.93,-0.612,0.412,0.495,-1.999,0.367,0.167,-0.245,-0.229,0.312,-0.027,0.448,0.51,0.321,-0.002,0.051,-1.088,-0.828,0.115,0.681,-0.426,0.214,0.45,-0.291,-0.64,0.222,-1.204,0.587,-0.827,-0.158,0.174,0.705,-1.088,0.382,-0.712,-0.223,-0.627,-1.122,0.457,0.29,0.522,-0.501,-0.947,-0.492,1.353,0.472
0.94,-0.33,0.429,-0.815,-0.029,0.533,-0.59,-0.043,-0.87,-0.508,0.656,0.014,0.094,-0.671,0.009,0.526,-0.421,-0.503,0.657,0.782,-0.4,1.217,0.26,0.422,-0.307,-0.989,0.264,0.048,0.676,-0.148,-0.734,0.781,-0.082,-0.519,-0.806,-0.318,-0.14,0.302,-0.533,0.249,-0.077,0.012,-0.327,1.104,-0.034,-1.17
0.95,-0.698,-1.25,-0.072,-0.836,0.071,-0.642,-0.516,0.545,-0.034,0.247,-0.858,-1.131,-0.602,-0.224,-0.084,-0.986,0.114,-0.936,-0.496,0.009,NaN,0.129,-0.685,0.306,0.284,-0.01,-0.622,0.207,-0.224,0.057,-0.082,-0.485,-0.306,0.397,0.492,0.379,NaN,0.25,-0.228,0.372,-0.669,-1.205,NaN,-0.495,-0.644
0.96,-0.225,-0.28,-0.295,0.335,0.621,0.599,NaN,-0.932,0.618,0.329,-0.475,0.015,-0.448,1.008,-0.337,-0.386,-0.481,-1.293,-0.693,-0.578,-0.632,0.85,-0.65,-0.309,0.111,0.675,-0.214,-0.214,0.365,0.045,0.466,-0.431,-0.049,-0.47,-0.747,-0.831,-0.653,0.261,-1.238,-0.644,-1.259,-0.829,1.554,-0.326,0.096
0.97,0.176,0.524,0.766,-0.012,-0.354,-1.6,1.248,0.479,-0.188,-0.229,1.224,0.766,-0.608,0.246,0.001,0.151,-0.33,0.492,0.229,-0.845,0.703,0.254,-0.466,-0.081,0.185,-0.647,0.091,-1.22,0.176,0.129,0.473,-0.089,0.535,-0.775,-0.705,-0.161,0.153,-0.539,-0.158,0.86,0.731,0.489,-0.307,-0.192,-0.063
0.98,0.081,NaN,0.288,-0.816,-0.085,-0.714,-0.035,0.17,0.358,0.02,0.291,0.171,-0.713,-0.822,0.077,0.81,-0.822,0.173,NaN,-0.016,-0.043,1.235,-0.024,0.037,0.474,-0.787,0.215,-0.346,-0.341,0.463,0.233,0.25,0.057,0.098,0.764,-0.353,0.852,-0.66,0.661,0.095,0.061,0.535,-0.935,0.377,-0.762
0.99,0.139,-0.647,-0.436,0.615,-0.701,0.651,0.301,-0.636,-0.136,0.188,-1.098,0.441,-0.99,-0.454,0.943,-0.146,0.478,-1.348,0.428,0.068,0.494,-0.639,-0.706,0.333,0.525,-1.231,0.428,-0.463,-0.148,-0.83,0.256,-1.145,-0.221,-0.268,-0.343,0.348,0.377,0.519,-0.333,0.934,0.134,-0.187,0.083,-0.23,-0.066
1,-0.531,0.559,0.273,0.583,0.117,0.039,0.849,0.045,0.805,-1.02,0.375,-0.267,0.107,-0.365,0.235,-0.356,0.538,-0.211,-0.199,0.593,0.19,0.168,-0.048,-0.739,0.944,0.567,-0.418,0.206,-0.962,-0.534,-0.851,0.462,0.218,-0.539,0.622,-1.209,0.091,-0.293,-1.044,0.771,0.421,-0.873,-1.05,-0.528,0.218
1.01,0.166,-1.086,-1.162,-0.378,-0.068,-0.021,0.122,-0.643,-0.213,-0.454,0.453,0.462,0.888,-0.162,-0.847,-0.109,0.157,-0.01,-0.547,0.022,0.263,-0.077,0.958,0.446,0.095,NaN,-0.071,-1.005,0.197,-0.693,0.188,1.15,-0.067,0.659,0.436,-0.254,-0.15,0.51,0.084,0.484,-0.475,-0.411,-1.271,-0.186,-0.025
1.02,-0.308,0.551,-0.141,-1.434,-0.47,0.073,0.828,-1.336,0.645,NaN,0.849,-1.096,0.061,-0.777,0.907,-1.252,0.024,0.168,-0.574,-0.301,NaN,0.115,-0.706,0.896,-0.107,0.431,-0.14,0.195,-1.068,0.787,NaN,-0.478,NaN,0.069,-0.34,0.432,0.253,-1.3,0.361,0.37,0.641,-0.065,0.077,-0.034,-1.343
1.03,-1.218,-0.168,-0.445,0.439,0.519,-0.238,-0.452,-0.257,0.263,-0.926,NaN,0.282,NaN,-0.368,-0.24,-1.2,0.051,-1.005,-0.139,-0.683,-0.779,0.873,-0.701,-0.72,-0.155,-0.079,0.049,-0.099,-0.734,0.659,-0.028,-0.834,-0.738,1.076,-0.514,-0.365,-0.062,-0.266,-0.303,-0.303,0.625,0.275,0.809,0.464,-0.803
1.04,-0.156,1.012,0.161,0.464,-1.11,0.188,-0.697,-0.414,-0.149,0.057,-0.307,0.1,0.108,NaN,0.117,0.459,-0.476,-0.308,-0.136,0.358,-1.244,0.047,0.423,0.525,-0.159,-0.949,0.056,-0.255,-0.44,-0.447,0.999,0.233,1.248,-0.177,0.183,0.135,0.082,-0.398,0.5,-0.382,0.87,NaN,0.043,-0.103,0.038
1.05,-0.46,-0.564,0.609,0.306,-1.176,-0.37,-0.088,-0.648,-1.002,-1.272,-1.297,-0.861,-0.154,-0.881,0.497,-0.25,-0.538,0.308,-0.5,0.337,-0.097,-0.779,-0.441,0.346,1.056,-0.321,-0.24,-0.086,-0.804,0.128,0.241,0.188,-0.043,-0.036,-0.238,0.541,-0.335,-0.457,-0.189,-0.945,0.688,0.204,0.558,0.385,0.604
1.06,-0.638,-0.847,0.032,-0.364,-0.27,-0.832,-0.939,0.333,-0.408,-0.001,0.041,-0.056,-0.383,-0.226,0.409,0.31,0.043,0.642,-0.485,-0.027,0.111,0.62,-0.365,-1.01,-0.106,NaN,-0.607,0.562,0.664,-0.367,0.023,-0.087,0.064,0.984,-0.844,-0.652,-0.338,0.824,0.241,-0.142,0.14,-0.006,0.391,-0.194,0.142
1.07,-0.794,-0.025,0.131,0.179,0.104,-0.516,-0.659,0.59,0.407,0.079,0.162,0.831,-0.505,0.173,-1.187,NaN,0.656,0.374,0.499,-0.231,-0.203,1.055,-0.697,-0.302,0.009,0.118,-0.443,0.837,0.427,-1.224,0.342,0.241,0.664,-0.349,0.873,NaN,0.377,0.443,0.014,-0.431,-0.508,0.284,0.29,-0.358,1.101
1.08,-0.625,-0.165,-1.505,-0.183,-0.243,-0.788,-1.532,0.821,-0.318,-0.37,-0.638,-0.587,-0.751,-0.12,-0.134,0.592,-0.332,0.539,NaN,-0.395,-1.533,-1.346,1.088,0.318,0.88,1.022,-1.423,-0.359,0.464,-0.915,NaN,-0.358,0.119,0.459,-0.057,0.508,-0.009,-0.04,-0.485,-0.103,0.137,-0.283,0.286,1.13,-0.966
1.09,-1.372,0.615,-0.808,-1.103,0.546,0.649,-0.034,-0.293,0.845,0.483,-0.45,-0.583,0.432,0.433,-0.017,-0.868,0.428,0.048,0.035,0.742,0.627,0.277,-0.403,-0.234,0.037,-0.041,-0.12,0.33,0.197,-0.549,-0.512,0.852,-0.888,NaN,-0.433,-1.308,0.454,-0.571,-0.413,-0.994,-0.114,-0.388,-0.18,-0.696,-0.426
1.1,-0.736,-0.439,0.645,-1.043,NaN,-0.996,0.049,-0.594,0.187,0.166,-0.681,-0.684,0.063,0.295,-0.877,0.194,-0.457,-0.258,-1.247,-0.286,-0.063,-0.89,0.328,0.173,-0.198,-0.388,-0.369,0.446,-0.894,0.068,-0.637,0.041,-0.466,0.044,-0.725,-0.365,-0.433,0.064,0.031,1.678,-0.901,-0.357,-0.006,-0.991,-0.331
1.11,0.428,-0.751,-0.627,0.493,-0.102,0.966,-0.206,0.433,0.796,-0.206,0.393,0.052,-0.179,0.459,0.257,-0.063,0.659,NaN,-0.639,0.472,-0.724,-0.099,-0.192,-0.83,-0.453,-0.25,-0.198,-1.07,0.247,-0.095,0.796,0.825,0.405,0.431,-1.449,-0.565,0.327,-0.524,-0.112,-0.141,1.01,-0.464,-1.682,-0.009,-0.792
1.12,0.099,NaN,-0.422,-0.301,-0.692,-0.232,0.362,-0.276,0.692,-0.03,-1.411,-0.343,-0.138,0.328,-0.022,-0.034,-0.683,-0.494,-0.039,-0.251,-1.015,-0.046,-0.148,0.585,-0.199,0.36,-0.717,0.12,-0.056,-1.316,-0.453,0.187,-0.401,0.434,-0.024,0.791,-0.739,-0.757,0.436,0.298,-0.203,0.534,-0.019,-0.295,0.527
1.13,-0.631,0.514,-0.986,-0.982,0.432,0.506,0.67,0.801,-0.366,-0.125,0.417,0.754,-0.244,-0.356,-0.402,0.38,-0.14,0.638,0.216,-0.962,-1.164,-0.15,0.021,-0.896,0.246,0.154,0.474,0.246,0.303,-0.403,-1.554,1.154,-0.219,-1.125,0.089,-0.501,-0.935,-0.17,-1.11,NaN,-0.754,-0.561,-0.001,-0.058,0.077
1.14,0.287,-0.402,-0.196,0.163,-0.418,-0.556,NaN,-0.238,-0.402,-0.264,NaN,0.407,0.1,-0.893,NaN,0.27,0.193,-0.137,-0.828,0.56,-0.825,0.263,-0.241,1.118,-0.019,-0.089,-0.637,-0.213,-0.44,-0.026,0.233,-0.902,-0.884,-0.767,-0.611,-0.83,0.599,-0.076,0.826,-1.591,-0.566,-0.218,1.31,-1.112,0.108
1.15,0.243,0.475,-0.222,0.716,-0.296,0.423,0.266,0.696,0.651,0.005,-0.647,-0.224,-0.09,NaN,-0.958,0.132,0.361,-1.575,0.357,-0,0.324,0.529,-0.033,-0.948,0.078,-0.255,NaN,0.829,-0.348,-0.187,-0.487,-1.002,0.618,-1.285,0.326,0.359,-1.152,-0.742,-1.217,0.962,-0.457,0.039,-0.779,-0.615,-0.133
1.16,-0.462,0.507,-0.156,0.532,0.015,-0.483,-0.341,0.715,-0.402,0.22,-0.665,0.033,0.077,-0.103,-0.684,0.232,-1.051,0.579,1.255,-0.259,0.229,-0.561,0.099,0.525,-0.43,0.127,-0.548,-0.033,0.899,0.043,-0.587,0.029,0.158,0.144,-0.422,0.059,-1.762,-0.114,0.259,0.126,0.203,-0.196,-0.636,0.421,-1.066
1.17,0.053,-0.478,0.224,-0.597,0.106,1.264,0.181,-0.287,0.145,0.7,0.183,0.399,-0.773,-0.193,-0.065,0.004,-1.256,-0.825,0.678,-1.435,-0.485,-0.333,-0.055,0.485,-0.896,0.724,-0.878,0.111,-1.565,0,0.652,0.539,0.114,0.244,0.786,0.198,0.373,0.692,0.115,-0.32,-0.749,-0.045,1.029,-1.073,0.574
1.18,0.559,-0.505,0.704,-0.983,-0.868,-0.254,-0.522,0.431,-0.147,-0.285,-0.425,-0.165,-0.403,0.502,0.436,0.655,0.382,0.42,0.454,-1.628,-0.085,0.746,-0.278,0.02,0.751,-0.603,-0.766,0.473,1.002,-0.476,1.091,0.79,-0.802,-0.4,0.263,-0.473,NaN,0.405,-0.358,-0.379,0.755,0.246,0.486,0.381,0.239
1.19,0.461,-0.081,0.492,0.448,0.23,0.555,-0.862,0.579,-0.164,0.119,0.022,-0.803,-0.219,-0.889,-0.486,0.27,0.189,0.555,-0.79,0.661,-0.554,-0.131,0.809,-0.363,-1.332,0.483,-0.442,-0.162,0.313,0.189,0.565,0.159,0.2,-0.137,-0.416,0.228,0.542,0.005,0.212,-0.5,-0.356,0.229,-0.12,0.382,0.362
1.2,-0.082,0.063,-0.138,0.61,0.271,0.112,-1.107,0.232,-0.647,-0.115,-1.25,-0.865,-0.468,0.963,0.145,0.425,-0.173,-0.162,-0.054,0.628,-0.195,NaN,1.131,0.943,0.118,-0.619,-1.104,0.744,-0.169,0.29,-0.509,-0.229,0.323,-0.258,-0.481,0.146,0.175,-0.529,0.274,0.765,0.279,-1.081,0.231,-0.169,-1.491
1.21,NaN,0.151,-0.427,0.137,-0.363,0.284,-0.018,0.766,0.088,0.243,0.565,-0.404,0.201,0.878,0.359,-0.71,0.523,-0.836,-0.111,0.207,0.916,-0.521,0.261,-0.239,-1.023,-1.351,NaN,-0.32,1.098,-0.717,0.142,-0.072,-0.003,-0.37,-1.235,0.485,0.182,-0.77,0.249,0.071,-0.518,-0.322,0.643,0.076,-0.636
1.22,0.523,-0.537,-0.773,0.582,-0.537,-0.044,-0.067,-0.325,-0.82,-0.023,-0.664,-0.498,-0.16,-1.458,NaN,0.088,0.845,-0.929,-0.111,0.846,-0.017,-0.395,-0.323,-0.051,-1.062,1.175,0.1,0.491,-0.21,-0.048,0.512,0.148,1.592,0.477,0.515,0.711,-0.734,0.823,-0.014,-0.289,1.641,-0.013,-0.641,0.114,0.103
1.23,0.124,-0.13,-0.414,-0.183,-0.405,NaN,-0.176,0.126,0.237,-0.032,-0.483,-0.009,0.415,-1.16,NaN,0.008,0.051,-0.78,-0.343,1.517,0.381,0.119,-0.316,-0.187,0.162,-0.97,0.032,0.071,0.115,0.114,0.535,0.395,-1.276,-0.037,1.36,-0.607,0.273,0.172,-0.887,-1.381,-0.014,-0.075,-0.136,-0.835,0.225
1.24,0.63,-1.101,-0.246,0.069,-0.393,-0.133,0.529,-0.654,0.331,0.273,0.097,-0.713,NaN,-0.194,0.478,0.37,0.629,0.615,0.307,-1.086,0.201,0.081,0.82,0.24,0.633,-0.587,0.135,0.875,0.088,-0.202,0.52,-1.246,-0.05,0.185,-0.304,-0.374,-0.738,0.907,-0.348,0.856,-0.17,-0.392,0.201,-0.074,-0.812
